id,stratum,check,pull_item,rawtick,raw_weight,corrected_weight,rule,photo_typehaiku,photo_typesonnet,ag_scale,scale_present,display_texthaiku,display_textsonnet,ag_disp,ag_dec,disp,disp_mode,mode_inferred,photo_grams,pub_ratio,typed_matches_display,pub_matches_photo,display_legiblehaiku,display_unit_shownhaiku,package_texthaiku,package_qtyhaiku,package_unithaiku,item_on_scalehaiku,noteshaiku,display_legiblesonnet,display_unit_shownsonnet,package_textsonnet,package_qtysonnet,package_unitsonnet,item_on_scalesonnet,notessonnet,both_read,ag_type,scale_h,scale_s,has_disp_h,has_disp_s,both_disp,dec_h,dec_s,abst_h,abst_s,reason,item_nsu_hetero_type,pub_dim,disp_num
5918,C1 liquid as mass,1,"drinks at restaurant, hotel, cafe, or kiosk",grams (g),300,300,log10 median,scale_with_item,scale_with_item,1,1,,1.300,,,,g,1,,,,,not_visible,none_shown,,,,True,"drink on scale, display very dim or not visible",clear,none_shown,,,,True,halo-halo cup on scale,1,1,1,1,0,1,0,,1,1,0,4B liquid ticked as a mass,medium_size,g,
6192,C2 review queue,2,"crackers, cookies, buiscuits, chips/curls",grams (g),.35499999,355,log10 median,scale_with_item,scale_with_item,1,1,0.355,0.355,1,1,0.355,kg,1,355,1,1,1,clear,none_shown,,,,True,Oreo box on scale,clear,none_shown,,,,True,Oreo package on scale; net weight text not visible on package in this crop,1,1,1,1,1,1,1,1,1,0,0,C2 magnitude only -- decimal moved [review queue],small_size,g,.355
6202,C2 review queue,2,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),.94999999,950,block governs,scale_with_item,scale_with_item,1,1,0.005,0.095,0,1,,g,1,,,,,clear,none_shown,,,,True,pale colored item on scale,clear,none_shown,,,,True,small dough/bun on scale,1,1,1,1,1,1,1,1,1,0,0,C2 magnitude only -- decimal moved [review queue],small_size,g,
6345,C2 dimension overrule,2,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),.44999999,450,log10 median,item_no_scale,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,none_shown,,,,False,Chocky ice cream package,not_visible,none_shown,45mL,45.0,mL,,Selecta Chocky ice cream bar held,1,1,0,0,0,0,0,,,1,1,C2 both magnitude and dimension,small_size,mL,
6405,C1 solid as Litres,1,"preserved or processed meat (tocino, tapa, longaniza, etc)",Litres (L),.85000002,850,block governs,item_no_scale,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,,,,,,Sweet Corn snack package,not_visible,none_shown,,,,,"Sweet Corn snack package held, front side; net weight text not in frame",1,1,0,0,0,0,0,,,1,1,4B solid ticked as Litres,small_size,g,
6463,C2 review queue,2,"crackers, cookies, buiscuits, chips/curls",grams (g),.38,380,log10 median,item_no_scale,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,,LAVA CAKE QUEZO CON UBE,,,,package on white background,not_visible,none_shown,,,,,Lava Cake Quezo con Ube package; net weight text not visible in frame,1,1,0,0,0,0,0,,,1,1,C2 magnitude only -- decimal moved [review queue],small_size,g,
6476,C2 block governs,2,fresh fish,grams (g),.064999998,65,block governs,scale_with_item,scale_with_item,1,1,0.065,0.065,1,1,0.065,kg,1,65,1,1,1,clear,none_shown,,,,True,fish on scale,clear,none_shown,,,,True,small whole fish on scale,1,1,1,1,1,1,1,1,1,0,0,C2 magnitude only -- decimal moved,small_size,g,.065
6498,C2 block governs,2,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),.54000002,540,block governs,scale_with_item,scale_with_item,1,1,0.540,0.540,1,1,0.540,kg,1,540,1,1,1,clear,none_shown,,,,True,pink container on scale,clear,none_shown,,,,True,2in1 Family DUO ice cream tub on scale,1,1,1,1,1,1,1,1,1,0,0,C2 magnitude only -- decimal moved,large_size,g,.54
6725,C1 flat-group rep,1,"liquor (e.g, whisky, coconut wine)",Litres (L),.375,375,log10 median,item_no_scale,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,,,,,,Tanduay Rhum Light bottle held,not_visible,none_shown,,,,,"Tanduay Rhum Light bottle on wood table, no scale; printed volume not legible",1,1,0,0,0,0,0,,,1,1,"4A flat group: 3+ vendors, one value",medium_size,mL,
6736,C1 solid as Litres,1,loaf bread,Litres (L),.63999999,640,log10 median,item_no_scale,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,,NET WT. 380 g,380.0,g,,,not_visible,none_shown,Net Wt. 640 g,640.0,g,,"Angelina Super Loaf bread held, no scale",1,1,0,0,0,0,0,,,1,1,4B solid ticked as Litres,large_size,g,
7051,C1 flat-group rep,1,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),.1,100,log10 median,item_no_scale,scale_with_item,0,,,,,,,g,1,,,,,not_visible,none_shown,,,,False,Yogurt cup on platter,not_visible,none_shown,,,,True,"small yogurt-type cup on scale; weight digits not visible in this crop, only keypad shown",1,0,0,1,0,0,0,,,1,1,"4A flat group: 3+ vendors, one value",small_size,mL,
7226,C2 block governs,2,beef,Kilograms (Kgs),2060,2060,block governs,scale_with_item,scale_with_item,1,1,2095,2.095,0,0,,g,1,,,,,ambiguous,none_shown,,,,True,"decimal position unclear, could be 20.95 or 2.095",clear,none_shown,,,,True,chicken innards/offal on scale,1,1,1,1,1,1,1,0,1,1,0,C2 magnitude only -- decimal moved,province_median,g,
7487,C1 flat-group rep,1,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),.1,100,log10 median,item_no_scale,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,none_shown,150ml,150.0,mL,False,Sorbetes Ube cup,not_visible,none_shown,100ml,100.0,mL,,Aice Sorbetes Ube Time cup held,1,1,0,0,0,0,0,,,1,1,"4A flat group: 3+ vendors, one value",small_size,mL,
7576,C2 block governs,2,cabbage,grams (g),.105,105,block governs,scale_with_item,scale_with_item,1,1,0.105,0.105,1,1,0.105,kg,1,105,1,1,1,clear,none_shown,,,,True,,clear,none_shown,,,,True,bagged leafy vegetable on scale,1,1,1,1,1,1,1,1,1,0,0,C2 magnitude only -- decimal moved,small_size,g,.105
7625,C1 solid as Litres,1,chicken,Litres (L),.94999999,950,log10 median,scale_with_item,scale_with_item,1,1,0.850,0.950,0,1,,g,1,,,,,clear,none_shown,,,,True,,clear,none_shown,,,,True,photo rotated 180 degrees; whole chicken on scale,1,1,1,1,1,1,1,1,1,0,0,4B solid ticked as Litres,medium_size,g,
7639,C1 liquid as mass,1,"drinks at restaurant, hotel, cafe, or kiosk",grams (g),.23999999,240,log10 median,scale_with_item,scale_with_item,1,1,0.007,0.240,0,1,,g,1,,,,,clear,none_shown,,,,True,Drink cup on scale,clear,none_shown,,,,True,iced coffee drink with straw on scale,1,1,1,1,1,1,1,1,1,0,0,4B liquid ticked as a mass,small_size,g,
7662,C2 dimension overrule,2,"liquor (e.g, whisky, coconut wine)",grams (g),375,375,log10 median,item_no_scale,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,,375 mL,375.0,mL,,Tanduay Rhum Dark bottle held,not_visible,none_shown,375 mL,375.0,mL,,"Tanduay Rhum Dark bottle held, no scale",1,1,0,0,0,0,0,,,1,1,C2 dimension only -- tick overruled,medium_size,mL,
7667,C2 dimension overrule,2,"liquor (e.g, whisky, coconut wine)",grams (g),750,750,log10 median,scale_with_item,item_no_scale,0,,0.150,,,,,g,1,,,,,clear,none_shown,,,,True,Meat/fish on scale,not_visible,none_shown,750 mL,750.0,mL,,Tanduay Rhum Dark bottle held,1,0,1,0,1,0,0,1,,0,1,C2 dimension only -- tick overruled,large_size,mL,
7669,C2 dimension overrule,2,"liquor (e.g, whisky, coconut wine)",grams (g),750,750,log10 median,item_no_scale,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,,,,,,Tanduay Rhum Light bottle held,not_visible,none_shown,750 mL,750.0,mL,,"Tanduay Rhum Light bottle held, no scale",1,1,0,0,0,0,0,,,1,1,C2 dimension only -- tick overruled,large_size,mL,
7824,C2 magnitude,2,carrot,grams (g),.17,170,log10 median,scale_with_item,scale_with_item,1,1,0.080,,,,,g,1,,,,,clear,none_shown,,,,True,Carrot on scale,not_visible,none_shown,,,,True,"carrot on scale; display shows dim indistinct segments, reading not visible",1,1,1,1,1,0,0,1,,0,1,C2 magnitude only -- decimal moved,medium_size,g,
7843,C1 liquid as mass,1,"drinks at restaurant, hotel, cafe, or kiosk",grams (g),.44,440,log10 median,scale_with_item,scale_with_item,1,1,0.440,0.440,1,1,0.440,kg,1,440,1,1,1,clear,none_shown,,,,True,,clear,none_shown,,,,True,green drink cup on scale (green LCD display),1,1,1,1,1,1,1,1,1,0,0,4B liquid ticked as a mass,small_size,g,.44
7851,C2 block governs,2,fresh fish,grams (g),.76999998,770,block governs,scale_with_item,scale_with_item,1,1,,,,,,g,1,,,,,not_visible,none_shown,,,,True,Rice package; all display rows very dim,not_visible,none_shown,,,,True,"fish wrapped in plastic bag on scale; display shows dim segments resembling 0.000, likely blank/off",1,1,1,1,0,0,0,,,1,1,C2 magnitude only -- decimal moved,medium_size,g,
8027,C1 flat-group rep,1,"preserved or processed meat (tocino, tapa, longaniza, etc)",Kilograms (Kgs),1,1000,log10 median,item_no_scale,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,none_shown,Net Wt. 1 KG,1.0,kg,False,Champion/Champorado package,not_visible,none_shown,Net Wt. 1 KG,1.0,kg,,Champion Hotdog Mini package among groceries,1,1,0,0,0,0,0,,,1,1,"4A flat group: 3+ vendors, one value",large_size,g,
8120,C2 dimension overrule,2,"liquor (e.g, whisky, coconut wine)",grams (g),750,750,log10 median,item_no_scale,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,none_shown,,,,False,Tanduay rum bottle,not_visible,none_shown,750 mL,750.0,mL,,Tanduay Rhum Dark bottle held,1,1,0,0,0,0,0,,,1,1,C2 dimension only -- tick overruled,large_size,mL,
8229,C1 flat-group rep,1,"liquor (e.g, whisky, coconut wine)",Litres (L),.75,750,log10 median,item_no_scale,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,,,,,False,Bottle on shelf with label visible but text not legible,not_visible,none_shown,750 mL,750.0,mL,,"Tanduay Rhum Light bottle on counter, no scale",1,1,0,0,0,0,0,,,1,1,"4A flat group: 3+ vendors, one value",medium_size,mL,
8354,C1 dual-ticked,1,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),.80000001,800,log10 median,item_no_scale,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,none_shown,,,,False,Small bottle in store,not_visible,none_shown,,,,,Yakult bottle held; net content text on label too small to confidently read in this photo,1,1,0,0,0,0,0,,,1,1,4B dual-ticked case,small_size,mL,
8364,C2 review queue,2,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),.00125,1250,block governs,label_closeup,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,,,,,,,not_visible,none_shown,1.25 L,1.25,L,,Selecta Birthday 3-in-1 ice cream tub,1,0,0,0,0,0,0,,,1,1,C2 magnitude only -- decimal moved [review queue],medium_size,mL,
8405,C1 solid as Litres,1,"preserved or processed meat (tocino, tapa, longaniza, etc)",Litres (L),.0012000001,120,log10 median,label_closeup,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,,NET WT. 1.20 KG,1.2,kg,,,not_visible,none_shown,NET WT. 1.20 KG,1.2,kg,,"Bossing Cheesedogs Kingsize, 17 pieces",1,0,0,0,0,0,0,,,1,1,4B solid ticked as Litres,large_size,g,
8435,C2 block governs,2,camote,grams (g),.51999998,520,block governs,scale_with_item,scale_with_item,1,1,0.520,0.520,1,1,0.520,kg,1,520,1,1,1,clear,none_shown,,,,True,Root vegetable/potato,clear,none_shown,,,,True,sweet potato (kamote) on scale amid produce,1,1,1,1,1,1,1,1,1,0,0,C2 magnitude only -- decimal moved,medium_size,g,.52
8474,C1 liquid as mass,1,"drinks at restaurant, hotel, cafe, or kiosk",grams (g),.47,470,log10 median,scale_with_item,scale_with_item,1,1,0.940,0.470,0,1,,g,1,,,,,clear,none_shown,,,,True,,clear,none_shown,,,,True,pink drink cup on scale,1,1,1,1,1,1,1,1,1,0,0,4B liquid ticked as a mass,small_size,g,
8503,C2 dimension overrule,2,"liquor (e.g, whisky, coconut wine)",grams (g),750,750,log10 median,item_no_scale,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,,,,,,Tanduay Rhum bottle held,not_visible,none_shown,750 mL,750.0,mL,,"Tanduay Rhum Dark bottle held, no scale",1,1,0,0,0,0,0,,,1,1,C2 dimension only -- tick overruled,large_size,mL,
8509,C2 dimension overrule,2,"liquor (e.g, whisky, coconut wine)",grams (g),750,750,log10 median,item_no_scale,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,none_shown,,,,False,Tanduay bottle held,not_visible,none_shown,750 mL,750.0,mL,,Tanduay Rhum Light bottle held,1,1,0,0,0,0,0,,,1,1,C2 dimension only -- tick overruled,large_size,mL,
8515,C1 flat-group rep,1,loaf bread,grams (g),450,450,log10 median,item_no_scale,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,,,,,,,not_visible,none_shown,Net Wt. 450 g,450.0,g,,Angelina Medium Loaf bread bag held,1,1,0,0,0,0,0,,,1,1,"4A flat group: 3+ vendors, one value",medium_size,g,
8657,C1 flat-group rep,1,"liquor (e.g, whisky, coconut wine)",Litres (L),.375,375,log10 median,item_no_scale,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,,,,,,Tanduay Rhum bottle on shelf,not_visible,none_shown,,,,,"Tanduay Rhum Dark bottle placed in crate, no scale; printed volume not legible",1,1,0,0,0,0,0,,,1,1,"4A flat group: 3+ vendors, one value",small_size,mL,
8808,C1 flat-group rep,1,"crackers, cookies, buiscuits, chips/curls",grams (g),90,90,log10 median,label_closeup,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,none_shown,,,,,Snack/chip packaging display,not_visible,none_shown,,,,,Chicharron ni Mang Juan and other snack bags on a shelf; small print net weight not confidently legible,1,0,0,0,0,0,0,,,1,1,"4A flat group: 3+ vendors, one value",large_size,g,
8837,C1 dual-ticked,1,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),.085000001,85,log10 median,label_closeup,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,,655 mL,655.0,mL,,close-up of corn product packaging,not_visible,none_shown,Net Weight 85ml,85.0,mL,,"Sweet Corn snack package, back side showing exp/batch info; unit printed as ml",1,0,0,0,0,0,0,,,1,1,4B dual-ticked case,small_size,mL,
8882,C1 solid as Litres,1,loaf bread,Litres (L),.40000001,400,log10 median,scale_with_item,scale_with_item,1,1,,0.400,,,,g,1,,,,,ambiguous,none_shown,,,,True,"scale display difficult to read, appears blank or very dim",clear,none_shown,,,,True,"American Bread package on scale, label mirrored/upside-down",1,1,1,1,0,1,0,,1,1,0,4B solid ticked as Litres,large_size,g,
9045,C2 magnitude,2,carrot,grams (g),.14,140,log10 median,scale_with_item,scale_with_item,1,1,0.135,,,,,g,1,,,,,clear,none_shown,,,,True,,ambiguous,indeterminate,,,,True,"carrot on scale, odd top-down angle; glare/angle obscures digits, resembles 0140 but decimal placement uncertain",1,1,1,1,1,0,0,1,,0,1,C2 magnitude only -- decimal moved,small_size,g,
9068,C1 liquid as mass,1,"drinks at restaurant, hotel, cafe, or kiosk",grams (g),.405,405,log10 median,scale_with_item,scale_with_item,1,1,,,,,,g,1,,,,,not_visible,none_shown,,,,True,"drink on scale, display not visible/blank",ambiguous,none_shown,,,,True,"drink cup on scale; strong glare across display obscures leading digit(s), remaining digits not confidently readable",1,1,1,1,0,0,0,,,1,1,4B liquid ticked as a mass,medium_size,g,
9349,C2 block governs,2,"crackers, cookies, buiscuits, chips/curls",grams (g),.30000001,300,block governs,label_closeup,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,,,,,,,not_visible,none_shown,Net Wt. 1.06 oz (30g),30.0,g,,"Presto Creams Choco Peanut Butter, held; dual unit label, qty parsed from grams",1,0,0,0,0,0,0,,,1,1,C2 magnitude only -- decimal moved,small_size,g,
9424,C2 block governs,2,cabbage,grams (g),.60000002,600,block governs,scale_with_item,scale_with_item,1,1,0.080,0.060,0,1,,g,1,,,,,clear,none_shown,,,,True,,clear,none_shown,,,,True,bagged item on scale,1,1,1,1,1,1,1,1,1,0,0,C2 magnitude only -- decimal moved,province_median,g,
9460,C2 block governs,2,"crackers, cookies, buiscuits, chips/curls",grams (g),.185,185,block governs,scale_with_item,scale_with_item,1,1,0.185,0.185,1,1,0.185,kg,1,185,1,1,1,clear,none_shown,,,,True,Item in white packaging on scale,clear,none_shown,,,,True,bread rolls in bag on scale,1,1,1,1,1,1,1,1,1,0,0,C2 magnitude only -- decimal moved,small_size,g,.185
9461,C2 review queue,2,"crackers, cookies, buiscuits, chips/curls",grams (g),.40000001,400,block governs,scale_with_item,scale_with_item,1,1,0.040,0.040,1,1,0.040,kg,1,40,10,0,0,clear,none_shown,,,,True,,clear,none_shown,,,,True,Fudgee Barr Macapuno on scale; net weight text not visible on package in this crop,1,1,1,1,1,1,1,1,1,0,0,C2 magnitude only -- decimal moved [review queue],small_size,g,.04
9471,C2 block governs,2,"crackers, cookies, buiscuits, chips/curls",grams (g),.025,25,block governs,scale_with_item,scale_with_item,1,1,0.035,0.030,0,1,,g,1,,,,,clear,none_shown,,,,True,wrapped small items on scale,clear,none_shown,,,,True,Skyflakes crackers pack on scale,1,1,1,1,1,1,1,1,1,0,0,C2 magnitude only -- decimal moved,small_size,g,
9479,C2 magnitude,2,fresh fish,grams (g),.54500002,545,log10 median,scale_with_item,scale_with_item,1,1,0.545,0.545,1,1,0.545,kg,1,545,1,1,1,clear,none_shown,,,,True,fish on scale,clear,none_shown,,,,True,"one fish lying on scale platter; a second fish visible above frame, not on the scale",1,1,1,1,1,1,1,1,1,0,0,C2 magnitude only -- decimal moved,small_size,g,.545
9509,C2 magnitude,2,loaf bread,grams (g),.47,470,log10 median,scale_with_item,scale_with_item,1,1,0.075,0.470,0,1,,g,1,,,,,clear,none_shown,,,,True,green snack package on scale,clear,none_shown,,,,True,bread bag on scale; nutrition facts panel visible but net weight line not legible,1,1,1,1,1,1,1,1,1,0,0,C2 magnitude only -- decimal moved,medium_size,g,
9510,C2 magnitude,2,loaf bread,grams (g),.67000002,670,log10 median,scale_with_item,scale_with_item,1,1,0.670,0.670,1,1,0.670,kg,1,670,1,1,1,clear,none_shown,,,,True,,clear,none_shown,Net Wt. 640 g,640.0,g,True,"Angelina Super Loaf bread bag on scale, image upside down",1,1,1,1,1,1,1,1,1,0,0,C2 magnitude only -- decimal moved,large_size,g,.67
9571,C2 magnitude,2,camote,grams (g),.15000001,150,log10 median,item_no_scale,scale_with_item,0,,,0.150,,,,g,1,,,,,not_visible,none_shown,,,,False,Tanduay rum bottle,clear,none_shown,,,,True,sweet potato (kamote) on scale,1,0,0,1,0,1,0,,1,1,0,C2 magnitude only -- decimal moved,medium_size,g,
9653,C2 dimension overrule,2,"liquor (e.g, whisky, coconut wine)",grams (g),375,375,log10 median,item_no_scale,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,,375 mL,375.0,mL,,Tanduay Rhum Dark bottle on shelf,not_visible,none_shown,375 mL,375.0,mL,,"Tanduay Rhum Dark bottle on store shelf, no scale",1,1,0,0,0,0,0,,,1,1,C2 dimension only -- tick overruled,medium_size,mL,
9654,C2 dimension overrule,2,"liquor (e.g, whisky, coconut wine)",grams (g),250,250,log10 median,item_no_scale,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,,,,,,Tanduay Rhum Dark bottle,not_visible,none_shown,,,,,small Tanduay Rhum bottle on wooden table; printed volume not legible,1,1,0,0,0,0,0,,,1,1,C2 dimension only -- tick overruled,small_size,mL,
9668,C1 solid as Litres,1,loaf bread,Litres (L),.67500001,675,log10 median,scale_with_item,scale_with_item,1,1,0.655,0.675,0,1,,g,1,,,,,clear,none_shown,,,,True,Green package on scale,probable,none_shown,,,,True,"green packaged bag (rice/noodles) on scale, partially obstructing view",1,1,1,1,1,1,1,1,1,0,0,4B solid ticked as Litres,large_size,g,
9710,C2 magnitude,2,mango,grams (g),.235,235,log10 median,scale_with_item,scale_with_item,1,1,0.235,0.235,1,1,0.235,kg,1,235,1,1,1,clear,none_shown,,,,True,,clear,none_shown,,,,True,small yellow-spotted fruit/egg-shaped item on scale,1,1,1,1,1,1,1,1,1,0,0,C2 magnitude only -- decimal moved,medium_size,g,.235
9790,C2 magnitude,2,"crackers, cookies, buiscuits, chips/curls",grams (g),.025,25,log10 median,scale_with_item,scale_with_item,1,1,0.025,0.025,1,1,0.025,kg,1,25,1,1,1,clear,none_shown,,,,True,,clear,none_shown,,,,True,SkyFlakes crackers pack on scale; net weight text not visible on package in this crop,1,1,1,1,1,1,1,1,1,0,0,C2 magnitude only -- decimal moved,small_size,g,.025
9799,C2 block governs,2,"crackers, cookies, buiscuits, chips/curls",grams (g),.025,25,block governs,scale_with_item,scale_with_item,1,1,0.025,0.025,1,1,0.025,kg,1,25,1,1,1,ambiguous,none_shown,,,,True,could be 0.225,clear,none_shown,,,,True,Moby Crunchy Chocolate snack package on scale,1,1,1,1,1,1,1,1,1,1,0,C2 magnitude only -- decimal moved,small_size,g,.025
9817,C2 block governs,2,fresh fish,grams (g),.57499999,575,block governs,scale_with_item,scale_with_item,1,1,0.515,0.575,0,1,,g,1,,,,,probable,none_shown,,,,True,,clear,none_shown,,,,True,fish on orange plate on scale,1,1,1,1,1,1,1,1,1,0,0,C2 magnitude only -- decimal moved,province_median,g,
9994,C1 liquid as mass,1,"drinks at restaurant, hotel, cafe, or kiosk",grams (g),700,700,log10 median,scale_with_item,scale_with_item,1,1,,,,,,g,1,,,,,not_visible,indeterminate,,,,True,display very dim,ambiguous,indeterminate,355 mL,355.0,mL,True,"Coca-Cola glass bottle on scale; glare/reflection on display, appears to read approximately 0.7xx but digits not certain",1,1,1,1,0,0,0,,,1,1,4B liquid ticked as a mass,small_size,g,
9995,C1 liquid as mass,1,"drinks at restaurant, hotel, cafe, or kiosk",grams (g),760,760,log10 median,scale_with_item,scale_with_item,1,1,0.660,0.760,0,1,,g,1,,,,,clear,none_shown,,,,True,green bottle on scale,probable,none_shown,355 mL,355.0,mL,True,"Mountain Dew bottle on scale; display is dim/unlit-looking, digits read with moderate confidence",1,1,1,1,1,1,1,1,1,0,0,4B liquid ticked as a mass,small_size,g,
9999,C1 liquid as mass,1,"drinks at restaurant, hotel, cafe, or kiosk",grams (g),300,300,log10 median,scale_with_item,scale_with_item,1,1,,0.300,,,,g,1,,,,,not_visible,indeterminate,,,,True,display very dim,clear,none_shown,,,,True,cup of green liquid on scale,1,1,1,1,0,1,0,,1,1,0,4B liquid ticked as a mass,small_size,g,
10000,C1 liquid as mass,1,"drinks at restaurant, hotel, cafe, or kiosk",grams (g),450,450,log10 median,scale_with_item,scale_with_item,1,1,,0.450,,,,g,1,,,,,not_visible,indeterminate,,,,True,"display very dim, unlit or showing all segments faint",clear,none_shown,,,,True,paper cup with green liquid on scale,1,1,1,1,0,1,0,,1,1,0,4B liquid ticked as a mass,large_size,g,
10028,C1 dual-ticked,1,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),490,490,block governs,scale_with_item,scale_with_item,1,1,0.789,0.490,0,1,,g,1,,,,,clear,none_shown,,,,True,,clear,none_shown,,,,True,ice cream tub (2in1) on scale,1,1,1,1,1,1,1,1,1,0,0,4B dual-ticked case,large_size,g,
10047,C1 dual-ticked,1,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),485,485,block governs,scale_with_item,scale_with_item,1,1,,0.485,,,,g,1,,,,,not_visible,indeterminate,,,,True,display unlit or very faint,clear,none_shown,,,,True,2in1 ice cream tub on scale,1,1,1,1,0,1,0,,1,1,0,4B dual-ticked case,large_size,g,
10164,C1 flat-group rep,1,"liquor (e.g, whisky, coconut wine)",Litres (L),.375,375,log10 median,item_no_scale,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,,375 mL,375.0,mL,,,not_visible,none_shown,375 mL,375.0,mL,,"Tanduay Rhum Dark bottle held, no scale visible",1,1,0,0,0,0,0,,,1,1,"4A flat group: 3+ vendors, one value",medium_size,mL,
10165,C1 dual-ticked,1,"liquor (e.g, whisky, coconut wine)",Litres (L),.375,375,log10 median,item_no_scale,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,,,,,,,not_visible,none_shown,375 mL,375.0,mL,,"Tanduay Rhum Dark bottle on counter, no scale",1,1,0,0,0,0,0,,,1,1,4B dual-ticked case,medium_size,mL,
10167,C1 dual-ticked,1,"liquor (e.g, whisky, coconut wine)",Litres (L),.375,375,log10 median,item_no_scale,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,none_shown,,,,False,Nescafe box in hand,not_visible,none_shown,,,,,Tanduay Rhum Dark bottle held; volume text not clearly legible in this photo due to hand position/distance,1,1,0,0,0,0,0,,,1,1,4B dual-ticked case,medium_size,mL,
10269,C2 review queue,2,chicken,grams (g),.045000002,45,block governs,scale_with_item,scale_with_item,1,1,0.045,0.045,1,1,0.045,kg,1,45,1,1,1,clear,none_shown,,,,True,,clear,none_shown,,,,True,fried chicken piece on plastic bag on scale,1,1,1,1,1,1,1,1,1,0,0,C2 magnitude only -- decimal moved [review queue],province_median,g,.045
10511,C1 liquid as mass,1,"drinks at restaurant, hotel, cafe, or kiosk",grams (g),455,455,log10 median,scale_with_item,scale_with_item,1,1,,0.455,,,,g,1,,,,,ambiguous,none_shown,,,,True,"drink in glass, display difficult to read through liquid",clear,none_shown,,,,True,halo-halo drink glass on scale,1,1,1,1,0,1,0,,1,1,0,4B liquid ticked as a mass,medium_size,g,
10610,C1 solid as Litres,1,,Litres (L),150,,,item_no_scale,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,,NET WT. 156 g,156.0,g,,Lucky 7 Carne Norte can,not_visible,none_shown,,,,,"Lucky 7 Carne Norte can placed against wall, no scale; net weight not visible on this face",1,1,0,0,0,0,0,,,1,1,4B solid ticked as Litres,,,
10706,C1 liquid as mass,1,"drinks at restaurant, hotel, cafe, or kiosk",grams (g),810,810,log10 median,scale_with_item,scale_with_item,1,1,0.810,0.810,1,1,0.810,kg,1,810,1,0,1,clear,none_shown,,,,True,glass jar with liquid on scale,clear,none_shown,,,,True,mason jar drink on scale,1,1,1,1,1,1,1,1,1,0,0,4B liquid ticked as a mass,small_size,g,.8100000000000001
10707,C1 liquid as mass,1,"drinks at restaurant, hotel, cafe, or kiosk",grams (g),750,750,log10 median,scale_with_item,scale_with_item,1,1,0.750,0.750,1,1,0.750,kg,1,750,1,0,1,clear,none_shown,,,,True,clear beverage in glass on scale,clear,none_shown,,,,True,iced drink cup on scale,1,1,1,1,1,1,1,1,1,0,0,4B liquid ticked as a mass,small_size,g,.75
10714,C1 dual-ticked,1,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),45,45,log10 median,label_closeup,item_no_scale,1,0,,,,,,g,1,,,,,not_visible,,,,,,,not_visible,none_shown,,,,,"Selecta Chocky ice cream package in freezer, image upside down, no scale",1,0,0,0,0,0,0,,,1,1,4B dual-ticked case,small_size,g,
10964,C1 liquid as mass,1,"drinks at restaurant, hotel, cafe, or kiosk",grams (g),600,600,log10 median,item_no_scale,scale_with_item,0,,,0.600,,,,g,1,,,,,not_visible,,,,,,,clear,none_shown,,,,True,iced tea cup on scale,1,0,0,1,0,1,0,,1,1,0,4B liquid ticked as a mass,large_size,g,
